Name,Address,City,Province,Postal Code,Latitude,Longitude,Rating,Types
OutName,800 boulevard des Promenades,St-Bruno,Quebec,J3V 5J9,99.99,77.77,5.0,"a, b, c, d"
OutName,2435 chemin Rockland,Ville Mont-Royal,Quebec,H3P 2Z3,99.99,77.77,5.0,"a, b, c, d"
OutName,2150-11th Avenue,Regina,Saskatchewan,S4P 0J5,99.99,77.77,5.0,"a, b, c, d"
OutName,201 First Avenue South,Saskatoon,Saskatchewan,S7K 3M1,99.99,77.77,5.0,"a, b, c, d"
OutName,8330 MacLeod Trail SE,Calgary,Alberta,T2H 2V2,99.99,77.77,5.0,"a, b, c, d"
OutName,3545 - 32nd Avenue NE,Calgary,Alberta,T1Y 6M6,99.99,77.77,5.0,"a, b, c, d"
OutName,300 - 5255 Richmond Road SW,Calgary,Alberta,T3E 7C4,99.99,77.77,5.0,"a, b, c, d"
OutName,3630 Brentwood Road NW,Calgary,Alberta,T2L 1K8,99.99,77.77,5.0,"a, b, c, d"
OutName,400 - 8120 Beddington Blvd NW,Calgary,Alberta,T3K 2A8,99.99,77.77,5.0,"a, b, c, d"
OutName,1508 - 8th Street SW,Calgary,Alberta,T2R 1J9,99.99,77.77,5.0,"a, b, c, d"
OutName,4701 - 130th Avenue. SE,Calgary,Alberta,T2Z 4J2,99.99,77.77,5.0,"a, b, c, d"
OutName,#500 - 8888 Country Hills Blvd NW,Calgary,Alberta,T3G 5T4,99.99,77.77,5.0,"a, b, c, d"
OutName,#120 9450 137th Ave. N.W.,Edmonton,Alberta,T5E 6C2,99.99,77.77,5.0,"a, b, c, d"
OutName,14951 Stony Plain Road,Edmonton,Alberta,T5P 4W1,99.99,77.77,5.0,"a, b, c, d"
OutName,10531 - 51st Avenue,Edmonton,Alberta,T6H 0K5,99.99,77.77,5.0,"a, b, c, d"
OutName,1494 - 8882 - 170th Street,Edmonton,Alberta,T5T 4M2,99.99,77.77,5.0,"a, b, c, d"
OutName,11704 - 104th Avenue,Edmonton,Alberta,T5K 2T6,99.99,77.77,5.0,"a, b, c, d"
OutName,9704 - 19 Avenue NW,Edmonton,Alberta,T6N 1K5,99.99,77.77,5.0,"a, b, c, d"
OutName,6048 Currents Drive NW,Edmonton,Alberta,T6W 0L7,99.99,77.77,5.0,"a, b, c, d"
OutName,10820 - 104B Avenue,Grande Prairie,Alberta,T8V 7L6,99.99,77.77,5.0,"a, b, c, d"
OutName,110 - 905 First Avenue South,Lethbridge,Alberta,T1J 4M7,99.99,77.77,5.0,"a, b, c, d"
OutName,104 - 3201 - 13th Avenue SE,Medicine Hat,Alberta,T1B 1E2,99.99,77.77,5.0,"a, b, c, d"
OutName,"109, 2004 - 50 Avenue",Red Deer,Alberta,T4R 3A2,99.99,77.77,5.0,"a, b, c, d"
OutName,999 Fir Street,Sherwood Park,Alberta,T8A 4N5,99.99,77.77,5.0,"a, b, c, d"
OutName,"Suite 10, 19 Bellerose Drive",St. Albert,Alberta,T8N 5E1,99.99,77.77,5.0,"a, b, c, d"
OutName,26 - 32700 South Fraser Way,Abbotsford,British Columbia,V2T 4M5,99.99,77.77,5.0,"a, b, c, d"
OutName,101 - 9855 Austin Avenue,Burnaby,British Columbia,V3J 1N4,99.99,77.77,5.0,"a, b, c, d"
OutName,400 - 4567 Lougheed Hwy,Burnaby,British Columbia,V5C 3Z6,99.99,77.77,5.0,"a, b, c, d"
OutName,4970 Kingsway Avenue,Burnaby,British Columbia,V5H 2E2,99.99,77.77,5.0,"a, b, c, d"
OutName,7280 Market Crossing,Burnaby,British Columbia,V5J 0A2,99.99,77.77,5.0,"a, b, c, d"
OutName,#260 - 1400 Dogwood Street,Campbell River,British Columbia,V9W 3A6,99.99,77.77,5.0,"a, b, c, d"
OutName,21 - 45585 Luckakuck Way,Chilliwack,British Columbia,V2R 1A1,99.99,77.77,5.0,"a, b, c, d"
OutName,1030 - 2929 Barnet Highway,Coquitlam,British Columbia,V3B 5R5,99.99,77.77,5.0,"a, b, c, d"
OutName,#4000 - 2751 Cliffe Avenue,Courtenay,British Columbia,V9N 2L8,99.99,77.77,5.0,"a, b, c, d"
OutName,7303 - 120th Street,Delta,British Columbia,V4C 6P5,99.99,77.77,5.0,"a, b, c, d"
OutName,5237 - 48th Avenue,Delta,British Columbia,V4K 1W4,99.99,77.77,5.0,"a, b, c, d"
OutName,119 Trans Canada Hwy,Duncan,British Columbia,V9L3P8,99.99,77.77,5.0,"a, b, c, d"
OutName,900 Gibsons Way,Gibsons,British Columbia,V0N 1V7,99.99,77.77,5.0,"a, b, c, d"
OutName,216 - 450 Lansdowne Street,Kamloops,British Columbia,V2C 1Y3,99.99,77.77,5.0,"a, b, c, d"
OutName,400 - 1950 Harvey Avenue,Kelowna,British Columbia,V1Y 8J8,99.99,77.77,5.0,"a, b, c, d"
OutName,20202 - 66th Ave.,Langley,British Columbia,V2Y 1P3,99.99,77.77,5.0,"a, b, c, d"
OutName,101 - 22709 Lougheed Hwy,Maple Ridge,British Columbia,V2X 2V5,99.99,77.77,5.0,"a, b, c, d"
OutName,200 - 32555 London Avenue,Mission,British Columbia,V2V 6M7,99.99,77.77,5.0,"a, b, c, d"
OutName,2 - 650 South Terminal,Nanaimo,British Columbia,V9R 5E2,99.99,77.77,5.0,"a, b, c, d"
OutName,#175 - 4750 Rutherford Road,Nanaimo,British Columbia,V9T 4K6,99.99,77.77,5.0,"a, b, c, d"
OutName,555-6th Street,New Westminster,British Columbia,V3L 5H1,99.99,77.77,5.0,"a, b, c, d"
OutName,2032 Lonsdale Ave,North Vancouver,British Columbia,V7M 2K5,99.99,77.77,5.0,"a, b, c, d"
OutName,#165 - 2111 Main Street,Penticton,British Columbia,V2A 6W6,99.99,77.77,5.0,"a, b, c, d"
OutName,196 - 1600 -15th Avenue,Prince George,British Columbia,V2L 3X3,99.99,77.77,5.0,"a, b, c, d"
OutName,5971 No.3 Road,Richmond,British Columbia,V6X 2E3,99.99,77.77,5.0,"a, b, c, d"
OutName,3200 - 11666 Steveston Hwy,Richmond,British Columbia,V7A 5J3,99.99,77.77,5.0,"a, b, c, d"
OutName,100 - 15355 - 24th Avenue,South Surrey,British Columbia,V4A 2H9,99.99,77.77,5.0,"a, b, c, d"
OutName,#130 - 15850 26th Ave.,South Surrey,British Columbia,V3Z 2N6,99.99,77.77,5.0,"a, b, c, d"
OutName,40282 Glenalder Place\n\n,Squamish,British Columbia,V8B0G2,99.99,77.77,5.0,"a, b, c, d"
OutName,17685 - 64th Avenue,Surrey,British Columbia,V3S 1Z2,99.99,77.77,5.0,"a, b, c, d"
OutName,10348 King George Boulevard,Surrey,British Columbia,V3T 2W5,99.99,77.77,5.0,"a, b, c, d"
OutName,2340 Guildford Town Centre,Surrey,British Columbia,V3R 1B9,99.99,77.77,5.0,"a, b, c, d"
OutName,2091 W 42nd Avenue,Vancouver,British Columbia,V6M 2B4,99.99,77.77,5.0,"a, b, c, d"
OutName,1187 Robson Street,Vancouver,British Columbia,V6E 1B5,99.99,77.77,5.0,"a, b, c, d"
OutName,710 Granville St.,Vancouver,British Columbia,V6Z 1E4,99.99,77.77,5.0,"a, b, c, d"
OutName,3328 Kingsway Avenue,Vancouver,British Columbia,V5R 5L1,99.99,77.77,5.0,"a, b, c, d"
OutName,525 West Broadway,Vancouver,British Columbia,V5Z 1E6,99.99,77.77,5.0,"a, b, c, d"
OutName,1650 Davie Street,Vancouver,British Columbia,V6G 1V9,99.99,77.77,5.0,"a, b, c, d"
OutName,5639 Victoria Drive,Vancouver,British Columbia,V5P 3W2,99.99,77.77,5.0,"a, b, c, d"
OutName,2585 East Hastings St.,Vancouver,British Columbia,V5K 1Z1,99.99,77.77,5.0,"a, b, c, d"
OutName,2230 West Broadway,Vancouver,British Columbia,V6K 2E3\n,99.99,77.77,5.0,"a, b, c, d"
OutName,#150 - 351 Abbott Street,Vancouver,British Columbia,V6B0G6,99.99,77.77,5.0,"a, b, c, d"
OutName,700 - 4400 - 32nd Street,Vernon,British Columbia,V1T 9H2,99.99,77.77,5.0,"a, b, c, d"
OutName,127 - 3995 Quadra Street,Victoria,British Columbia,V8X 1J8,99.99,77.77,5.0,"a, b, c, d"
OutName,201 - 911 Yates Street,Victoria,British Columbia,V8V 3M4,99.99,77.77,5.0,"a, b, c, d"
OutName,1907 Sooke Road,Victoria,British Columbia,V9B 1V8,99.99,77.77,5.0,"a, b, c, d"
OutName,Y003A - 3170 Tillicum Road,Victoria,British Columbia,V9A 7C5,99.99,77.77,5.0,"a, b, c, d"
OutName,875 Park Royal North,West Vancouver,British Columbia,V7T 1H9,99.99,77.77,5.0,"a, b, c, d"
OutName,2151 Louie Drive,Westbank,British Columbia,V4T1Y2,99.99,77.77,5.0,"a, b, c, d"
OutName,#23C - 1225 St. Marys Road,Winnipeg,Manitoba,R2M 5E5,99.99,77.77,5.0,"a, b, c, d"
OutName,2072 Prince of Wales Drive,Regina,Saskatchewan,S4V 3A6,99.99,77.77,5.0,"a, b, c, d"
OutName,2323 8th Street East,Saskatoon,Saskatchewan,S7H 0V4,99.99,77.77,5.0,"a, b, c, d"
OutName,134 Primrose Drive,Saskatoon,Saskatchewan,S7K 5S6,99.99,77.77,5.0,"a, b, c, d"
OutName,"584, chemin de Touraine",Boucherville,Quebec,J4B 8S5,99.99,77.77,5.0,"a, b, c, d"
OutName,"2151, boulevard La Piniere",Brossard,Quebec,J4W 2T5,99.99,77.77,5.0,"a, b, c, d"
OutName,"1120, boulevard Talbot",Chicoutimi,Quebec,G7H 7R2,99.99,77.77,5.0,"a, b, c, d"
OutName,"1100, boul. Maloney Ouest",Gatineau,Quebec,J8T 6G3,99.99,77.77,5.0,"a, b, c, d"
OutName,"520, autoroute Chomedey (13)",Laval,Quebec,H7X 3S9,99.99,77.77,5.0,"a, b, c, d"
OutName,"1545, boulevard Le Corbusier",Laval,Quebec,H7S 2K6,99.99,77.77,5.0,"a, b, c, d"
OutName,520 Autoroute Chomedey,Laval ,Quebec,H7X 3S9,99.99,77.77,5.0,"a, b, c, d"
OutName,"7500, boulevard des Galeries d'Anjou",Montreal,Quebec,H1M 3M4,99.99,77.77,5.0,"a, b, c, d"
OutName,"500, Sainte-Catherine Est",Montreal,Quebec,H2L 2C6,99.99,77.77,5.0,"a, b, c, d"
OutName,"175, Ste-Catherine Ouest",Montreal,Quebec,H2X 1Z8,99.99,77.77,5.0,"a, b, c, d"
OutName,"1580, boulevard Lebourgneuf",Quebec,Quebec,G2K 2M4,99.99,77.77,5.0,"a, b, c, d"
